system   D            wsystem.c:583  maybe_parent_dir                 [   0.00042] Also searching C:\Users\Jay Jay\Downloads\ALLEGROOP v4.9\
dtor     D               dtor.c:184  _al_register_destructor          [   0.92587] added dtor for object 04DB7268, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.93008] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.93011] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94773] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94776] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94777] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94777] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94778] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94779] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94780] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94780] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.94781] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.94782] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.94782] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.94783] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.94784] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.94892] added dtor for object 04BC5510, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.95087] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.95089] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96105] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96106] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96107] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96108] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96109] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96109] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96110] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96111] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.96111] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.96112] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.96113] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.96113] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.96114] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.96220] added dtor for object 04BC6E68, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.96437] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.96440] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97386] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97388] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97388] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97389] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97390] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97390] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97391] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97392] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.97392] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.97394] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.97394] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.97395] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.97396] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.97504] added dtor for object 04C06258, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.97723] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.97725] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98698] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98700] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98700] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98701] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98702] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98703] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98703] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98704] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98705] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.98705] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.98706] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.98707] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.98707] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.98801] added dtor for object 04BCA308, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.99216] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.99218] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00435] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00435] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00436] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00437] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00438] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00440] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.00441] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.00442] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.00443] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.00443] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.00592] added dtor for object 04DB20D8, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.01089] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.01092] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03277] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03279] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03280] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03281] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03282] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03283] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03284] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03284] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.03285] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.03286] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.03287] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.03287] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.03288] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.03386] added dtor for object 04F14ED0, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.03968] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.03969] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04725] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04727] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04728] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04728] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04729] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04730] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04731] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04731] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.04732] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.04733] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.04734] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.04735] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.04735] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.04803] added dtor for object 04DB5180, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.05373] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.05375] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06047] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06048] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06049] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06050] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06051] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06051] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06052] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06053] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06054] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.06055] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.06056] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.06056] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.06057] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.06129] added dtor for object 04BBA498, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.06302] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.06305] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06983] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06985] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06986] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06986] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06987] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06988] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06989] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06989] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.06990] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.06991] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.06992] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.06992] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.06993] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.07092] added dtor for object 04BB9A48, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.07400] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.07402] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08776] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08777] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08778] Fake format
